,Model,Company,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
4272,Renault KWID RXT,Renault,Pune,2015,28000.0,Petrol,Manual,First,25.17,799.0,53.3,5,2.65
4273,Renault KWID RXT,Renault,Pune,2017,4700.0,Petrol,Manual,First,25.17,799.0,53.3,5,3.0
4274,Audi Q7 3.0,Audi,Coimbatore,2014,72469.0,Diesel,Automatic,First,12.07,2967.0,241.4,7,32.52
4275,Hyundai Verna 1.6,Hyundai,Pune,2014,57539.0,Diesel,Automatic,First,22.32,1582.0,126.32,5,7.75
4276,Toyota Innova Crysta,Toyota,Delhi,2016,42000.0,Diesel,Automatic,First,11.36,2755.0,171.5,7,19.6
4277,Hyundai i20 Sportz,Hyundai,Delhi,2010,62489.0,Petrol,Manual,First,17.0,1197.0,80.0,5,2.6
4278,Volkswagen Polo Petrol,Volkswagen,Mumbai,2013,51167.0,Petrol,Manual,First,16.47,1198.0,73.9,5,3.76
4279,Volkswagen Vento Diesel,Volkswagen,Chennai,2012,130000.0,Diesel,Manual,First,20.54,1598.0,103.6,5,4.75
4280,Honda City ZX,Honda,Mumbai,2007,63000.0,Petrol,Manual,Second,17.7,1497.0,78.0,5,1.75
4281,Hyundai Verna Transform,Hyundai,Bangalore,2011,60000.0,Petrol,Manual,First,16.2,1599.0,103.2,5,3.95
4282,Hyundai Accent GLE,Hyundai,Pune,2005,123200.0,Petrol,Manual,Second,13.2,1495.0,94.0,5,1.0
4283,Skoda Laura Ambiente,Skoda,Jaipur,2011,115692.0,Diesel,Automatic,First,20.0,1968.0,138.1,5,4.5
4284,Mercedes-Benz E-Class 2009-2013,Mercedes-Benz,Coimbatore,2011,87073.0,Petrol,Automatic,First,10.93,2497.0,204.0,5,17.23
4285,Hyundai i20 Sportz,Hyundai,Kochi,2015,40901.0,Petrol,Manual,First,18.6,1197.0,81.83,5,5.76
4286,Hyundai i10 Magna,Hyundai,Coimbatore,2013,36264.0,Petrol,Manual,First,20.36,1197.0,78.9,5,4.32
4287,Hyundai i10 Magna,Hyundai,Delhi,2009,60000.0,Petrol,Manual,Second,19.81,1086.0,68.05,5,1.9
4288,Volkswagen Ameo 1.2,Volkswagen,Pune,2018,20000.0,Petrol,Manual,First,17.0,1198.0,74.0,5,5.5
4289,Toyota Camry 2.5,Toyota,Mumbai,2014,68400.0,Petrol,Automatic,First,12.98,2494.0,178.4,5,13.5
4290,Mahindra XUV500 W8,Mahindra,Bangalore,2013,71231.0,Diesel,Manual,Second,16.0,2179.0,140.0,7,9.75
4291,Skoda Superb Elegance,Skoda,Hyderabad,2011,75000.0,Diesel,Automatic,First,17.2,1968.0,138.1,5,9.44
4292,Maruti Wagon R,Maruti,Mumbai,2018,1997.0,Petrol,Automatic,First,22.5,998.0,67.0,5,4.45
4293,Maruti Vitara Brezza,Maruti,Pune,2016,47300.0,Diesel,Manual,First,24.3,1248.0,88.5,5,8.85
4294,Hyundai Santro Xing,Hyundai,Delhi,2012,61449.0,Petrol,Manual,First,0.0,1086.0,62.0,5,2.15
4295,Volkswagen Vento Diesel,Volkswagen,Kochi,2013,47910.0,Diesel,Manual,First,20.54,1598.0,103.6,5,4.89
4296,Volkswagen Polo 1.5,Volkswagen,Hyderabad,2015,62000.0,Diesel,Manual,First,20.14,1498.0,88.8,5,6.25
4297,Maruti Swift ZDi,Maruti,Chennai,2012,65060.0,Diesel,Manual,First,22.9,1248.0,74.0,5,4.8
4298,Hyundai i10 Era,Hyundai,Jaipur,2008,82203.0,Petrol,Manual,First,19.81,1086.0,68.05,5,1.8
4299,Mahindra XUV500 W8,Mahindra,Kolkata,2013,44000.0,Diesel,Manual,First,16.0,2179.0,140.0,7,7.25
4300,Maruti Ertiga VDI,Maruti,Coimbatore,2014,53817.0,Diesel,Manual,First,25.47,1248.0,88.5,7,7.56
4301,Mahindra XUV500 W8,Mahindra,Kochi,2013,61591.0,Diesel,Manual,First,16.0,2179.0,140.0,7,6.82
4302,Tata Manza Aura,Tata,Jaipur,2011,86500.0,Diesel,Manual,Second,21.12,1248.0,88.8,5,1.8
4303,Mercedes-Benz E-Class 280,Mercedes-Benz,Pune,2009,100000.0,Diesel,Automatic,First,11.0,2987.0,198.5,5,11.5
4304,Maruti SX4 Zxi,Maruti,Chennai,2010,87000.0,Petrol,Manual,First,15.6,1586.0,104.68,5,2.8
4305,Maruti Wagon R,Maruti,Hyderabad,2016,35000.0,Petrol,Automatic,First,20.51,998.0,67.0,5,5.5
4306,Datsun GO NXT,Datsun,Kolkata,2016,6000.0,Petrol,Manual,First,20.63,1198.0,67.06,5,2.7
4307,Ford Figo Diesel,Ford,Jaipur,2014,59327.0,Diesel,Manual,First,20.0,1399.0,68.0,5,3.25
4308,Skoda Superb Elegance,Skoda,Coimbatore,2014,81001.0,Diesel,Automatic,First,17.2,1968.0,138.1,5,10.9
4309,Hyundai i20 1.2,Hyundai,Kochi,2014,44612.0,Petrol,Manual,First,18.5,1197.0,80.0,5,4.07
4310,Toyota Innova Crysta,Toyota,Ahmedabad,2016,42388.0,Diesel,Automatic,First,11.36,2755.0,171.5,7,18.0
4311,Honda Brio V,Honda,Mumbai,2012,54000.0,Petrol,Manual,First,19.4,1198.0,86.8,5,2.95
4312,Skoda Superb Elegance,Skoda,Mumbai,2011,83010.0,Diesel,Automatic,First,17.2,1968.0,138.1,5,7.5
4313,Mercedes-Benz E-Class 2015-2017,Mercedes-Benz,Coimbatore,2016,65405.0,Diesel,Automatic,First,13.0,2143.0,204.0,5,32.73
4314,Toyota Fortuner 4x2,Toyota,Delhi,2015,36000.0,Diesel,Automatic,Second,12.55,2982.0,168.7,7,21.5
4315,Maruti SX4 ZXI,Maruti,Pune,2008,85000.0,Petrol,Manual,First,16.51,1586.0,103.2,5,2.5
4316,Honda Jazz 1.5,Honda,Ahmedabad,2016,35000.0,Diesel,Manual,First,27.3,1498.0,98.6,5,5.5
4317,Toyota Corolla Altis,Toyota,Mumbai,2012,54000.0,Petrol,Automatic,First,14.53,1794.0,138.1,5,7.5
4318,Honda City ZX,Honda,Mumbai,2007,70000.0,Petrol,Manual,First,16.9,1497.0,100.0,5,1.55
4319,BMW X1 xDrive,BMW,Kolkata,2017,27001.0,Diesel,Automatic,First,20.68,1995.0,190.0,5,29.0
4320,Maruti Swift DDiS,Maruti,Coimbatore,2019,41075.0,Diesel,Manual,First,28.4,1248.0,74.0,5,8.4
4321,Mahindra KUV 100,Mahindra,Hyderabad,2016,26000.0,Diesel,Manual,First,25.32,1198.0,77.0,6,6.5
4322,Honda Jazz Mode,Honda,Mumbai,2010,55000.0,Petrol,Manual,First,16.0,1198.0,90.0,5,2.35
4323,Maruti Swift ZXI,Maruti,Mumbai,2016,19000.0,Petrol,Manual,First,20.4,1197.0,81.8,5,5.55
4324,Hyundai Grand i10,Hyundai,Mumbai,2016,15000.0,Petrol,Automatic,First,18.9,1197.0,82.0,5,5.35
4325,Honda Amaze SX,Honda,Chennai,2016,37000.0,Petrol,Manual,First,17.8,1198.0,86.7,5,5.25
4326,Hyundai Grand i10,Hyundai,Coimbatore,2017,38712.0,Petrol,Manual,First,18.9,1197.0,81.86,5,5.87
4327,Volkswagen Vento Diesel,Volkswagen,Kochi,2014,52400.0,Diesel,Manual,First,20.54,1598.0,103.6,5,5.36
4328,Maruti Ciaz 1.3,Maruti,Bangalore,2016,23988.0,Diesel,Manual,First,28.09,1248.0,88.5,5,7.75
4329,Volkswagen Vento Petrol,Volkswagen,Kochi,2014,32283.0,Petrol,Automatic,Second,14.4,1598.0,103.6,5,5.41
4330,Hyundai i20 1.2,Hyundai,Bangalore,2010,52000.0,Petrol,Manual,First,18.5,1197.0,80.0,5,3.65
4331,Honda Brio VX,Honda,Pune,2016,32000.0,Petrol,Automatic,First,16.5,1198.0,86.8,5,5.25
4332,Honda City i,Honda,Kolkata,2014,39000.0,Petrol,Manual,First,17.4,1497.0,117.3,5,6.25
4333,Tata Nano XT,Tata,Coimbatore,2017,14149.0,Petrol,Manual,First,23.9,624.0,37.48,4,3.47
4334,Mercedes-Benz S Class,Mercedes-Benz,Mumbai,2006,103000.0,Petrol,Automatic,First,10.13,3498.0,364.9,5,8.85
4335,Maruti Wagon R,Maruti,Pune,2004,82000.0,Petrol,Manual,First,14.0,1061.0,64.0,5,0.85
4336,Skoda Superb Elegance,Skoda,Mumbai,2015,34000.0,Petrol,Automatic,First,13.7,1798.0,157.75,5,13.65
4337,Audi Q7 35,Audi,Coimbatore,2016,45180.0,Diesel,Automatic,First,12.07,2967.0,241.4,7,50.22
4338,Maruti Swift ZXI,Maruti,Ahmedabad,2018,2000.0,Petrol,Manual,First,22.0,1197.0,81.8,5,7.75
4339,Toyota Innova 2.5,Toyota,Coimbatore,2011,82321.0,Diesel,Manual,First,12.8,2494.0,102.0,7,10.05
4340,BMW 3 Series,BMW,Kolkata,2011,7000.0,Petrol,Automatic,First,12.05,1995.0,154.0,5,9.75
4341,Mercedes-Benz GLA Class,Mercedes-Benz,Delhi,2015,27000.0,Diesel,Automatic,First,17.9,2143.0,136.0,5,23.0
4342,Toyota Innova Crysta,Toyota,Coimbatore,2019,31271.0,Diesel,Manual,First,13.68,2393.0,147.8,8,21.42
4343,Maruti Esteem LX,Maruti,Jaipur,2003,55000.0,Petrol,Manual,Third,15.9,1298.0,88.0,5,0.7
4344,Maruti Swift VDI,Maruti,Delhi,2014,24000.0,Diesel,Manual,First,25.2,1248.0,74.0,5,5.21
4345,Toyota Innova 2.5,Toyota,Hyderabad,2009,147000.0,Diesel,Manual,First,12.99,2494.0,100.6,7,7.5
4346,Toyota Etios Liva,Toyota,Delhi,2012,72351.0,Diesel,Manual,First,23.59,1364.0,88.0,5,2.65
4347,Chevrolet Beat LT,Chevrolet,Chennai,2010,115000.0,Petrol,Manual,First,18.6,1199.0,79.4,5,1.75
4348,Ford Ikon 1.4,Ford,Jaipur,2010,82000.0,Diesel,Manual,Second,13.8,1399.0,68.0,5,1.0
4349,Mercedes-Benz New C-Class,Mercedes-Benz,Delhi,2016,20000.0,Diesel,Automatic,First,19.27,2143.0,170.0,5,33.0
4350,Toyota Etios G,Toyota,Kolkata,2011,45560.0,Petrol,Manual,First,17.6,1496.0,88.73,5,2.2
4351,Toyota Innova 2.5,Toyota,Kochi,2017,57539.0,Diesel,Manual,First,12.8,2494.0,102.0,7,12.83
4352,BMW 6 Series,BMW,Kochi,2018,20004.0,Diesel,Automatic,First,17.54,2993.0,313.0,4,68.94
4353,Skoda Rapid 1.5,Skoda,Mumbai,2012,54500.0,Diesel,Manual,First,21.13,1498.0,108.4,5,4.1
4354,Hyundai EON Magna,Hyundai,Jaipur,2016,27886.0,Petrol,Manual,First,22.0,814.0,55.0,5,2.85
4355,Honda CR-V 2.4L,Honda,Mumbai,2007,66000.0,Petrol,Automatic,First,11.1,2354.0,158.8,5,3.7
4356,Skoda Laura Elegance,Skoda,Coimbatore,2013,72202.0,Diesel,Automatic,First,20.0,1968.0,138.1,5,9.06
4357,Skoda Laura RS,Skoda,Delhi,2011,70000.0,Petrol,Manual,Second,13.4,1798.0,157.8,5,4.75
4358,Honda City i,Honda,Jaipur,2015,78233.0,Diesel,Manual,First,26.0,1498.0,98.6,5,6.6
4359,Tata New Safari,Tata,Chennai,2007,120203.0,Diesel,Manual,Second,13.93,2179.0,138.0,7,3.5
4360,Maruti Zen Estilo,Maruti,Pune,2011,20575.0,Petrol,Manual,First,19.0,998.0,67.1,5,2.0
4361,Honda Amaze S,Honda,Mumbai,2013,39879.0,Petrol,Manual,First,17.8,1198.0,86.7,5,3.89
4362,Renault KWID 1.0,Renault,Jaipur,2017,31056.0,Petrol,Manual,First,23.01,999.0,67.0,5,3.6
4363,Maruti Ciaz AT,Maruti,Mumbai,2015,50940.0,Petrol,Automatic,First,19.12,1373.0,91.1,5,6.95
4364,Hyundai i20 Asta,Hyundai,Coimbatore,2016,99362.0,Diesel,Manual,First,22.54,1396.0,88.73,5,7.03
4365,Toyota Innova Crysta,Toyota,Ahmedabad,2016,54000.0,Diesel,Manual,First,13.68,2393.0,147.8,7,16.5
4366,Maruti Ciaz ZDi,Maruti,Coimbatore,2016,54268.0,Diesel,Manual,First,28.09,1248.0,88.5,5,7.67
4367,Jaguar XF Diesel,Jaguar,Coimbatore,2012,94521.0,Diesel,Automatic,First,14.74,2993.0,270.9,5,23.19
4368,Hyundai Xcent 1.2,Hyundai,Kochi,2017,38932.0,Petrol,Manual,First,19.1,1197.0,82.0,5,6.21
4369,Porsche Cayenne Diesel,Porsche,Coimbatore,2015,60395.0,Diesel,Automatic,First,16.12,2967.0,245.0,5,45.82
4370,Hyundai Xcent 1.1,Hyundai,Mumbai,2016,29000.0,Diesel,Manual,First,24.4,1120.0,71.0,5,5.95
4371,Audi A4 2.0,Audi,Delhi,2011,58000.0,Diesel,Automatic,First,16.55,1968.0,140.0,5,11.0
4372,Maruti Ciaz RS,Maruti,Coimbatore,2016,60913.0,Petrol,Manual,First,20.73,1373.0,91.1,5,7.19
4373,Toyota Innova 2.5,Toyota,Delhi,2011,65000.0,Diesel,Manual,First,12.8,2494.0,102.0,8,6.4
4374,Mercedes-Benz New C-Class,Mercedes-Benz,Chennai,2015,26000.0,Diesel,Manual,First,15.8,2148.0,170.0,5,26.0
4375,Hyundai i10 Sportz,Hyundai,Hyderabad,2016,19947.0,Petrol,Manual,First,20.36,1197.0,78.9,5,4.5
4376,Hyundai i10 Sportz,Hyundai,Chennai,2011,70816.0,Petrol,Automatic,First,16.95,1197.0,78.9,5,3.1
4377,Maruti Baleno Zeta,Maruti,Delhi,2015,54000.0,Diesel,Manual,First,27.39,1248.0,74.0,5,5.95
4378,Maruti Zen Estilo,Maruti,Delhi,2008,138000.0,Petrol,Manual,First,18.2,1061.0,64.0,5,1.2
4379,BMW 7 Series,BMW,Chennai,2014,35000.0,Diesel,Automatic,First,16.46,2993.0,258.0,5,52.0
4380,Audi Q7 4.2,Audi,Bangalore,2015,50000.0,Diesel,Automatic,First,11.33,4134.0,335.2,7,48.0
4381,BMW X5 xDrive,BMW,Hyderabad,2011,124652.0,Diesel,Automatic,First,11.7,2993.0,245.0,5,21.99
4382,Maruti Ritz LXI,Maruti,Hyderabad,2013,80264.0,Petrol,Manual,First,21.1,1197.0,85.8,5,4.3
4383,Nissan Sunny 2011-2014,Nissan,Pune,2013,125600.0,Diesel,Manual,First,21.64,1461.0,84.8,5,3.75
4384,Toyota Corolla Altis,Toyota,Mumbai,2015,49000.0,Petrol,Manual,First,14.28,1798.0,138.03,5,8.95
4385,Toyota Etios VXD,Toyota,Pune,2012,111000.0,Diesel,Manual,First,23.59,1364.0,67.1,5,4.75
4386,Toyota Corolla Altis,Toyota,Coimbatore,2016,33690.0,Petrol,Manual,First,14.28,1798.0,138.03,5,14.6
4387,Audi A6 2011-2015,Audi,Mumbai,2012,50000.0,Diesel,Automatic,First,17.68,1968.0,174.33,5,17.5
4388,Maruti Ertiga ZDI,Maruti,Kolkata,2012,38092.0,Diesel,Manual,First,20.77,1248.0,88.8,7,5.2
4389,Hyundai Grand i10,Hyundai,Coimbatore,2017,47774.0,Petrol,Manual,First,18.9,1197.0,82.0,5,6.04
4390,Tata Indigo CS,Tata,Chennai,2009,167000.0,Diesel,Manual,Second,19.09,1396.0,69.0,5,2.7
4391,Maruti Swift Dzire,Maruti,Chennai,2019,65000.0,Diesel,Automatic,First,26.59,1248.0,74.0,5,6.75
4392,Volkswagen Polo Petrol,Volkswagen,Kolkata,2011,46000.0,Petrol,Manual,First,15.26,1598.0,103.5,5,2.35
4393,Tata Tiago 1.2,Tata,Hyderabad,2017,16500.0,Petrol,Manual,First,23.84,1199.0,84.0,5,5.0
4394,Honda City i,Honda,Kolkata,2016,39000.0,Petrol,Manual,First,17.8,1497.0,117.3,5,6.95
4395,Honda Amaze V,Honda,Jaipur,2018,6000.0,Petrol,Manual,First,19.5,1199.0,86.76,5,6.7
4396,Audi A4 35,Audi,Hyderabad,2015,60000.0,Diesel,Automatic,First,17.11,1968.0,174.33,5,25.0
4397,Volkswagen Vento Petrol,Volkswagen,Chennai,2011,97320.0,Petrol,Automatic,First,14.4,1598.0,103.6,5,3.75
4398,Volkswagen Vento Diesel,Volkswagen,Chennai,2011,99807.0,Diesel,Manual,First,20.54,1598.0,103.6,5,3.75
4399,Honda City 1.5,Honda,Pune,2013,46000.0,Petrol,Manual,First,17.0,1497.0,118.0,5,5.1
4400,Maruti Wagon R,Maruti,Mumbai,2010,12000.0,Petrol,Manual,First,22.5,998.0,67.04,5,2.45
4401,Skoda Superb 2.8,Skoda,Kolkata,2005,13002.0,Petrol,Automatic,First,9.3,2771.0,193.1,5,3.25
4402,Honda City i,Honda,Kolkata,2014,26000.0,Diesel,Manual,First,26.0,1498.0,98.6,5,5.5
4403,Maruti Wagon R,Maruti,Kochi,2014,68365.0,CNG,Manual,First,26.6,998.0,58.16,5,3.77
4404,Mercedes-Benz M-Class ML,Mercedes-Benz,Coimbatore,2016,27833.0,Diesel,Automatic,First,0.0,2987.0,165.0,5,49.24
4405,Maruti Alto 800,Maruti,Kochi,2016,51639.0,Petrol,Manual,First,22.74,796.0,47.3,5,3.04
4406,Hyundai i20 Magna,Hyundai,Delhi,2015,21000.0,Petrol,Manual,First,18.6,1197.0,81.83,5,4.9
4407,Ford Ecosport 1.5,Ford,Bangalore,2013,90000.0,Diesel,Manual,First,22.7,1498.0,89.84,5,6.25
4408,BMW 3 Series,BMW,Hyderabad,2015,36255.0,Diesel,Automatic,First,19.59,1995.0,184.0,5,33.0
4409,BMW X5 xDrive,BMW,Chennai,2011,58000.0,Diesel,Automatic,Second,11.7,2993.0,245.0,5,27.0
4410,Honda Amaze S,Honda,Coimbatore,2014,48997.0,Petrol,Manual,Second,18.0,1198.0,86.7,5,5.21
4411,Ford EcoSport 1.5,Ford,Mumbai,2014,31130.0,Petrol,Manual,First,15.85,1499.0,110.4,5,5.75
4412,Jaguar XF 3.0,Jaguar,Coimbatore,2012,75668.0,Diesel,Automatic,First,14.74,2993.0,270.9,5,16.58
4413,Toyota Corolla 1.8,Toyota,Delhi,2015,12000.0,Petrol,Manual,First,14.53,1798.0,138.0,5,11.0
4414,Hyundai i10 Sportz,Hyundai,Pune,2014,90000.0,Petrol,Manual,Second,20.36,1197.0,78.9,5,2.8
4415,Mercedes-Benz New C-Class,Mercedes-Benz,Kochi,2019,17320.0,Diesel,Automatic,First,15.8,2148.0,170.0,5,37.99
4416,Skoda Laura Ambiente,Skoda,Delhi,2011,85000.0,Diesel,Manual,Second,20.0,1968.0,108.5,5,3.65
4417,Ford Endeavour 4x2,Ford,Hyderabad,2007,130000.0,Diesel,Manual,First,13.1,2499.0,141.0,7,6.0
4418,Ford Figo Petrol,Ford,Coimbatore,2013,60328.0,Petrol,Manual,First,15.6,1196.0,70.0,5,4.54
4419,Honda Amaze S,Honda,Kochi,2015,34327.0,Petrol,Manual,First,18.0,1198.0,86.7,5,5.4
4420,Tata Indica Vista,Tata,Mumbai,2014,75000.0,Diesel,Manual,First,19.1,1405.0,70.0,5,3.3
4421,Volvo XC60 D4,Volvo,Hyderabad,2012,86000.0,Diesel,Automatic,Second,14.7,1985.0,163.0,5,18.25
4422,Datsun Redi GO,Datsun,Bangalore,2017,12000.0,Petrol,Manual,First,22.7,799.0,53.0,5,3.1
4423,Hyundai EON Era,Hyundai,Kochi,2013,57759.0,Petrol,Manual,First,21.1,814.0,55.2,5,3.84
4424,Maruti Alto 800,Maruti,Kolkata,2016,24300.0,Petrol,Manual,First,22.74,796.0,47.3,5,2.44
4425,Volkswagen Polo Petrol,Volkswagen,Bangalore,2011,66000.0,Petrol,Manual,Second,16.47,1198.0,73.9,5,3.6
4426,Hyundai i10 Asta,Hyundai,Mumbai,2015,75915.0,Petrol,Manual,First,20.36,1197.0,78.9,5,3.9
4427,Nissan Sunny 2011-2014,Nissan,Chennai,2013,107000.0,Petrol,Manual,Second,16.95,1498.0,97.7,5,2.9
4428,Toyota Corolla Altis,Toyota,Chennai,2008,86000.0,Petrol,Manual,Second,14.53,1798.0,138.1,5,3.5
4429,Hyundai Verna CRDi,Hyundai,Chennai,2009,160000.0,Diesel,Manual,Second,18.1,1493.0,110.0,5,3.5
4430,Maruti Alto 800,Maruti,Jaipur,2019,3000.0,Petrol,Manual,First,24.7,796.0,47.3,5,3.5
4431,Hyundai i20 Sportz,Hyundai,Hyderabad,2015,72495.0,Diesel,Manual,First,21.9,1396.0,88.76,5,7.0
4432,Hyundai Verna 1.6,Hyundai,Chennai,2016,33000.0,Diesel,Automatic,First,19.08,1582.0,126.2,5,8.7
4433,Audi Q7 3.0,Audi,Hyderabad,2014,60000.0,Diesel,Automatic,First,12.07,2967.0,241.4,7,45.0
4434,Tata Indica V2,Tata,Hyderabad,2016,80103.0,Diesel,Manual,First,25.0,1396.0,69.0,5,1.8
4435,Chevrolet Spark 1.0,Chevrolet,Kolkata,2007,42100.0,Petrol,Manual,First,18.0,995.0,62.0,5,0.99
4436,Hyundai Grand i10,Hyundai,Kolkata,2018,4500.0,Petrol,Manual,First,18.9,1197.0,81.86,5,4.8
4437,Toyota Fortuner 4x4,Toyota,Mumbai,2014,97000.0,Diesel,Manual,First,12.55,2982.0,169.0,7,17.95
4438,Mahindra E Verito,Mahindra,Chennai,2016,50000.0,Electric,Automatic,First,12.55,72.0,41.0,5,13.0
4439,Hyundai Grand i10,Hyundai,Kochi,2017,51223.0,Petrol,Manual,First,18.9,1197.0,81.86,5,5.66
4440,Honda City 1.5,Honda,Delhi,2009,64000.0,Petrol,Manual,First,17.0,1497.0,118.0,5,3.1
4441,Hyundai Elite i20,Hyundai,Kochi,2016,56911.0,Petrol,Manual,First,18.6,1197.0,81.86,5,6.54
4442,Toyota Innova 2.5,Toyota,Hyderabad,2015,147848.0,Diesel,Manual,First,12.8,2494.0,102.0,8,13.2
4443,Ford Mustang V8,Ford,Kochi,2018,21290.0,Petrol,Automatic,First,13.0,4951.0,395.0,4,56.8
4444,Toyota Innova Crysta,Toyota,Kochi,2019,14076.0,Diesel,Automatic,First,11.36,2755.0,171.5,7,19.4
4445,Maruti Zen Estilo,Maruti,Ahmedabad,2007,75180.0,Petrol,Manual,First,18.2,1061.0,64.0,5,1.65
4446,Maruti Swift ZDi,Maruti,Jaipur,2013,92000.0,Diesel,Manual,Second,22.9,1248.0,74.0,5,4.35
4447,Fiat Avventura MULTIJET,Fiat,Hyderabad,2015,57266.0,Diesel,Manual,First,20.5,1248.0,91.72,5,6.5
4448,Maruti Zen Estilo,Maruti,Delhi,2007,64000.0,Petrol,Manual,First,18.2,998.0,67.1,5,1.11
4449,Renault Duster 85PS,Renault,Mumbai,2013,41000.0,Diesel,Manual,First,19.87,1461.0,83.8,5,5.5
4450,Mitsubishi Pajero 2.8,Mitsubishi,Delhi,2012,45999.0,Diesel,Manual,First,10.5,2835.0,107.2,6,11.0
4451,Maruti Celerio VXI,Maruti,Pune,2015,50000.0,Petrol,Automatic,First,23.1,998.0,67.04,5,3.9
4452,Tata Indica V2,Tata,Pune,2013,70000.0,Diesel,Manual,First,17.88,1405.0,48.21,5,1.8
4453,Hyundai Elite i20,Hyundai,Kochi,2016,37540.0,Petrol,Manual,First,18.6,1197.0,81.86,5,6.22
4454,Maruti Celerio VXI,Maruti,Hyderabad,2014,44000.0,Petrol,Automatic,First,23.1,998.0,67.04,5,4.3
4455,Hyundai Grand i10,Hyundai,Hyderabad,2017,22500.0,Petrol,Manual,First,18.9,1197.0,81.86,5,5.99
4456,Hyundai i20 1.2,Hyundai,Delhi,2017,17431.0,Petrol,Manual,First,18.6,1197.0,81.83,5,6.0
4457,Hyundai Verna 1.6,Hyundai,Delhi,2014,61566.0,Petrol,Manual,First,17.1,1591.0,121.3,5,5.85
4458,Land Rover Freelander,Land,Kochi,2014,61730.0,Diesel,Automatic,First,12.39,2179.0,147.51,5,19.94
4459,Maruti Swift VXI,Maruti,Chennai,2009,68000.0,Petrol,Manual,First,16.1,1298.0,88.2,5,2.9
4460,Honda Amaze SX,Honda,Mumbai,2014,29000.0,Petrol,Manual,First,18.0,1198.0,86.7,5,4.25
4461,Toyota Corolla Altis,Toyota,Hyderabad,2010,156210.0,Diesel,Manual,First,21.43,1364.0,87.2,5,5.99
4462,Honda Amaze S,Honda,Kolkata,2013,46500.0,Diesel,Manual,First,27.4,1498.0,98.6,5,3.3
4463,Audi A6 3.0,Audi,Coimbatore,2009,52830.0,Diesel,Automatic,Second,16.77,2967.0,241.38,5,8.08
4464,Maruti Wagon R,Maruti,Jaipur,2017,39867.0,Petrol,Manual,First,22.5,998.0,67.04,5,4.5
4465,Honda Mobilio E,Honda,Hyderabad,2014,58972.0,Diesel,Manual,First,24.2,1498.0,98.6,7,6.5
4466,Honda CR-V 2.4,Honda,Bangalore,2006,66000.0,Petrol,Automatic,Second,10.1,2354.0,152.0,5,3.9
4467,Hyundai Verna 1.6,Hyundai,Delhi,2013,52000.0,Petrol,Manual,First,17.1,1591.0,121.3,5,5.25
4468,Hyundai Santa Fe,Hyundai,Bangalore,2014,58000.0,Diesel,Automatic,First,11.72,2199.0,194.3,7,17.0
4469,Hyundai i10 Sportz,Hyundai,Ahmedabad,2012,58000.0,Petrol,Automatic,First,16.95,1197.0,78.9,5,3.5
4470,Ford Fusion Plus,Ford,Hyderabad,2008,75000.0,Diesel,Manual,Second,17.7,1399.0,68.0,5,3.0
4471,Hyundai i10 Sportz,Hyundai,Coimbatore,2015,41008.0,Petrol,Manual,Second,20.36,1197.0,78.9,5,4.87
4472,Hyundai Xcent 1.1,Hyundai,Jaipur,2014,65000.0,Diesel,Manual,First,24.4,1120.0,71.0,5,6.0
4473,Skoda Superb Style,Skoda,Mumbai,2015,19000.0,Diesel,Automatic,First,18.19,1968.0,174.5,5,15.5
4474,Ford Fiesta 1.4,Ford,Pune,2008,74000.0,Petrol,Manual,Second,16.6,1388.0,68.0,5,1.6
4475,Maruti Baleno Zeta,Maruti,Pune,2017,33000.0,Petrol,Automatic,First,21.4,1197.0,83.1,5,7.25
4476,Skoda Laura 1.9,Skoda,Mumbai,2010,95000.0,Diesel,Manual,Second,17.0,1896.0,105.0,5,3.25
4477,Volkswagen Vento 1.5,Volkswagen,Kolkata,2012,34000.0,Diesel,Manual,First,20.64,1498.0,108.5,5,3.4
4478,Audi Q7 3.0,Audi,Coimbatore,2014,102865.0,Diesel,Automatic,First,12.07,2967.0,241.4,7,30.5
4479,Hyundai Verna VTVT,Hyundai,Kochi,2016,52378.0,Petrol,Manual,First,17.0,1591.0,121.3,5,7.97
4480,Mercedes-Benz New C-Class,Mercedes-Benz,Delhi,2012,38000.0,Diesel,Automatic,First,14.84,2143.0,170.0,5,13.51
4481,Honda Amaze S,Honda,Kochi,2015,60334.0,Diesel,Manual,First,25.8,1498.0,98.6,5,5.43
4482,Ford Fiesta 1.4,Ford,Chennai,2010,107000.0,Petrol,Manual,First,16.6,1388.0,68.0,5,2.6
4483,Hyundai i20 Magna,Hyundai,Bangalore,2013,445000.0,Petrol,Manual,First,18.5,1197.0,82.9,5,4.45
4484,Maruti Alto 800,Maruti,Kolkata,2017,2196.0,Petrol,Manual,First,22.74,796.0,47.3,5,2.75
4485,BMW 5 Series,BMW,Kolkata,2010,24000.0,Petrol,Automatic,First,10.6,2996.0,258.0,5,8.75
4486,Fiat Grande Punto,Fiat,Coimbatore,2015,44846.0,Petrol,Manual,Second,14.6,1368.0,88.7,5,5.41
4487,Maruti Dzire AMT,Maruti,Kochi,2018,64035.0,Diesel,Automatic,First,28.4,1248.0,73.75,5,8.55
4488,Mahindra XUV500 W6,Mahindra,Mumbai,2014,45600.0,Diesel,Manual,First,15.1,2179.0,140.0,7,8.25
